DATES,region,total_cases,border_cases,SUM_EVENTS,EVENT,distance,border_ev,border_region,prob_3,expected_3
1998-02,Bafing,0,0,0,0,120.93,0,1,0.014014325755221152,0
1998-02,Bere,0,0,0,0,111.412,0,1,0.014014325755221152,0
1998-02,Worodougou,0,0,0,0,120.76,0,1,0.014014325755221152,0
1998-02,Yamoussoukro,0,0,0,0,291.49,0,0,0.03800813008130058,0
1998-02,Bounkani,0,0,0,0,0,0,1,0.014014325755221152,0
1998-02,Gontougo,0,0,0,0,70.437,0,1,0.014014325755221152,0
1998-03,Abidjan,1,0,0,0,435.86,0,0,0.03800813008130058,0
1998-03,Gbokle,2,0,0,0,462.565,0,0,0.03800813008130058,0
1998-03,Nawa,3,0,0,0,398.402,0,0,0.03800813008130058,0
1998-03,San-Pedro,3,0,0,0,497.054,0,0,0.03800813008130058,0
1998-03,Indenie-Djuablin,3,0,0,0,235.608,0,0,0.03800813008130058,0
1998-03,Sud Comoe,3,0,0,0,351.809,0,0,0.03800813008130058,0
1998-03,Folon,3,0,0,0,0,0,1,0.014014325755221152,0
1998-03,Kabadougou,3,0,0,0,22.642,0,1,0.014014325755221152,0
1998-03,Goh,3,0,0,0,343.46,0,0,0.03800813008130058,0
1998-03,Loh-Djiboua,3,0,0,0,382.212,0,0,0.03800813008130058,0
1998-03,Belier,3,0,0,0,226.364,0,0,0.03800813008130058,0
1998-03,Iffou,3,0,0,0,174.449,0,1,0.014014325755221152,0
1998-03,Moronou,3,0,0,0,288.923,0,0,0.03800813008130058,0
1998-03,Nzi,3,0,0,0,235.966,0,0,0.03800813008130058,0
1998-03,Agneby-Tiassa,3,0,0,0,366.188,0,0,0.03800813008130058,0
1998-03,Grands Ponts,3,0,0,0,422.537,0,0,0.03800813008130058,0
1998-03,La Me,3,0,0,0,320.907,0,0,0.03800813008130058,0
1998-03,Cavally,3,0,0,0,354.354,0,0,0.03800813008130058,0
1998-03,Guemon,3,0,0,0,269.782,0,0,0.03800813008130058,0
1998-03,Tonkpi,3,0,0,0,225.861,0,0,0.03800813008130058,0
1998-03,Haut-Sassandra,3,0,0,0,260.452,0,0,0.03800813008130058,0
1998-03,Marahoue,3,0,0,0,241.387,0,0,0.03800813008130058,0
1998-03,Bagoue,3,0,0,0,0,0,1,0.014014325755221152,0
1998-03,Poro,3,0,0,0,0,0,1,0.014014325755221152,0
1998-03,Tchologo,3,0,0,0,0,0,1,0.014014325755221152,0
1998-03,Gbeke,3,0,0,0,174.775,0,1,0.014014325755221152,0
1998-03,Hambol,3,0,0,0,52.608,0,1,0.014014325755221152,0
1998-03,Bafing,3,0,0,0,120.93,0,1,0.014014325755221152,0
1998-03,Bere,3,0,0,0,111.412,0,1,0.014014325755221152,0
1998-03,Worodougou,3,0,0,0,120.76,0,1,0.014014325755221152,0
